tanggal,tahun,bulan,daerah,jumlah_kecelakaan,korban_meninggal,korban_luka_berat,korban_luka_ringan,cuaca,waktu_kejadian,jenis_kendaraan,penyebab_kecelakaan,jenis_jalan,kondisi_jalan,kecepatan_pengendara,geometri_jalan,jenis_kelamin_pengemudi,usia_pengemudi,pengaruh_alkohol
1/14/2021,2021,01,Surabaya,3670,308,21,15,Hujan,Malam,Mobil,Kecepatan Berlebih,Jalan Nasional,Rusak,>60,Lurus,Laki-laki,>50,Ya
8/31/2021,2021,08,Bandung,3444,208,22,38,Cerah,Pagi,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,<40,Simpang Y,Laki-laki,>50,Ya
1/21/2025,2025,01,Yogyakarta,1256,219,21,25,Hujan,Pagi,Mobil,Kelalaian Pengemudi,Jalan Nasional,Berlubang,40-60,Simpang 4,Perempuan,26-45,Tidak
7/26/2022,2022,07,Bekasi,1869,485,28,52,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Baik,>60,Tikungan,Perempuan,<17,Ya
6/16/2021,2021,06,Makassar,4536,489,28,14,Hujan,Malam,Truk,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Simpang 4,Perempuan,>50,Ya
10/31/2023,2023,10,Yogyakarta,2579,285,20,21,Hujan,Dini Hari,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang T,Laki-laki,17-25,Tidak
11/4/2025,2025,11,Jakarta Timur,3563,456,23,10,Cerah,Siang,Mobil,Rem Blong,Jalan Nasional,Berlubang,>60,Simpang T,Laki-laki,>50,Ya
9/6/2022,2022,09,Palembang,3145,377,24,26,Hujan,Siang,Truk,Kecepatan Berlebih,Jalan Kota,Berlubang,>60,Simpang Y,Laki-laki,26-45,Tidak
9/14/2024,2024,09,Palembang,2118,328,22,42,Hujan,Siang,Truk,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang 4,Perempuan,26-45,Ya
5/8/2025,2025,05,Jakarta Selatan,2176,426,28,16,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Provinsi,Berlubang,<40,Simpang Y,Perempuan,26-45,Tidak
10/17/2023,2023,10,Bekasi,3679,358,20,25,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Kota,Rusak,<40,Tikungan,Perempuan,<17,Tidak
1/23/2022,2022,01,Palembang,3553,103,26,57,Hujan,Siang,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang Y,Laki-laki,26-45,Tidak
1/5/2021,2021,01,Palembang,3170,359,27,23,Cerah,Malam,Truk,Rem Blong,Jalan Kota,Rusak,>60,Simpang T,Perempuan,17-25,Tidak
6/9/2021,2021,06,Medan,2364,148,30,7,Cerah,Siang,Motor,Kecepatan Berlebih,Jalan Kota,Baik,40-60,Lurus,Perempuan,>50,Ya
3/13/2022,2022,03,Bandung,3316,222,22,10,Cerah,Dini Hari,Mobil,Kondisi Jalan,Jalan Nasional,Baik,40-60,Simpang 4,Laki-laki,>50,Tidak
3/7/2021,2021,03,Bekasi,3099,415,26,51,Hujan,Siang,Mobil,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Simpang T,Perempuan,<17,Tidak
9/21/2021,2021,09,Surabaya,3891,349,26,12,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Simpang T,Perempuan,17-25,Tidak
3/9/2022,2022,03,Jakarta Timur,3976,100,20,2,Cerah,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,<40,Lurus,Laki-laki,17-25,Tidak
10/28/2023,2023,10,Bekasi,1430,155,24,9,Cerah,Dini Hari,Mobil,Kecepatan Berlebih,Jalan Kota,Berlubang,40-60,Tikungan,Perempuan,>50,Ya
1/1/2023,2023,01,Medan,3232,406,23,48,Hujan,Malam,Motor,Kelalaian Pengemudi,Jalan Kota,Berlubang,40-60,Tikungan,Laki-laki,<17,Ya
11/26/2023,2023,11,Makassar,4430,175,27,34,Hujan,Pagi,Truk,Kecepatan Berlebih,Jalan Provinsi,Baik,>60,Lurus,Perempuan,26-45,Tidak
6/2/2022,2022,06,Bekasi,1110,187,27,14,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Nasional,Rusak,<40,Simpang T,Perempuan,<17,Tidak
8/31/2025,2025,08,Palembang,4383,252,22,24,Hujan,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Rusak,>60,Simpang 4,Perempuan,<17,Ya
7/24/2021,2021,07,Yogyakarta,4886,261,21,20,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Kota,Berlubang,<40,Simpang T,Laki-laki,>50,Ya
11/17/2024,2024,11,Surabaya,2066,222,20,16,Cerah,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Kota,Berlubang,40-60,Lurus,Laki-laki,17-25,Ya
7/20/2023,2023,07,Makassar,2138,245,25,49,Cerah,Siang,Mobil,Kelalaian Pengemudi,Jalan Nasional,Berlubang,>60,Tikungan,Perempuan,>50,Ya
4/27/2025,2025,04,Bekasi,3000,477,20,17,Cerah,Malam,Mobil,Rem Blong,Jalan Kota,Berlubang,40-60,Simpang 4,Laki-laki,17-25,Tidak
10/11/2022,2022,10,Bekasi,1735,319,30,55,Hujan,Pagi,Motor,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang 4,Laki-laki,26-45,Tidak
7/13/2024,2024,07,Makassar,4302,123,27,29,Hujan,Siang,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,26-45,Tidak
7/22/2023,2023,07,Yogyakarta,2410,420,24,42,Hujan,Pagi,Motor,Kecepatan Berlebih,Jalan Nasional,Berlubang,40-60,Simpang T,Laki-laki,26-45,Ya
11/22/2025,2025,11,Semarang,3472,220,23,40,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,>60,Lurus,Perempuan,>50,Tidak
2/26/2021,2021,02,Medan,1389,465,28,8,Cerah,Siang,Mobil,Rem Blong,Jalan Kota,Baik,<40,Simpang Y,Laki-laki,<17,Tidak
3/30/2023,2023,03,Surabaya,3424,218,20,3,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Nasional,Baik,<40,Simpang T,Perempuan,<17,Ya
2/5/2025,2025,02,Medan,3077,134,22,23,Cerah,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,40-60,Simpang 4,Laki-laki,17-25,Ya
7/14/2023,2023,07,Medan,3359,139,20,12,Hujan,Siang,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang T,Laki-laki,<17,Ya
1/19/2021,2021,01,Jakarta Selatan,1313,316,26,9,Cerah,Pagi,Motor,Rem Blong,Jalan Provinsi,Berlubang,<40,Simpang Y,Perempuan,>50,Ya
1/1/2025,2025,01,Jakarta Timur,3180,456,29,12,Cerah,Pagi,Motor,Kecepatan Berlebih,Jalan Kota,Baik,40-60,Simpang 4,Perempuan,>50,Tidak
2/19/2025,2025,02,Jakarta Timur,1031,139,29,66,Hujan,Pagi,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,40-60,Simpang Y,Laki-laki,17-25,Tidak
4/7/2024,2024,04,Jakarta Timur,3141,360,22,25,Cerah,Malam,Bus,Kurang Jarak Aman,Jalan Provinsi,Rusak,>60,Simpang Y,Perempuan,17-25,Tidak
7/4/2021,2021,07,Jakarta Timur,2901,400,25,34,Hujan,Dini Hari,Bus,Kecepatan Berlebih,Jalan Nasional,Rusak,40-60,Simpang 4,Laki-laki,>50,Tidak
12/26/2022,2022,12,Surabaya,2051,188,21,25,Cerah,Siang,Bus,Rem Blong,Jalan Provinsi,Berlubang,>60,Tikungan,Laki-laki,>50,Tidak
10/22/2025,2025,10,Makassar,4738,248,24,16,Cerah,Siang,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,40-60,Lurus,Laki-laki,17-25,Tidak
8/13/2022,2022,08,Bandung,2280,427,21,9,Hujan,Dini Hari,Motor,Kurang Jarak Aman,Jalan Kota,Rusak,<40,Tikungan,Perempuan,<17,Ya
7/23/2025,2025,07,Jakarta Selatan,4526,309,21,21,Cerah,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Baik,<40,Simpang T,Perempuan,26-45,Ya
5/15/2024,2024,05,Surabaya,2456,138,20,16,Hujan,Siang,Motor,Kurang Jarak Aman,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,26-45,Tidak
8/14/2025,2025,08,Jakarta Selatan,2712,415,22,2,Cerah,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Nasional,Rusak,40-60,Simpang T,Perempuan,<17,Tidak
8/28/2024,2024,08,Bekasi,2214,199,20,11,Hujan,Pagi,Bus,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang 4,Laki-laki,<17,Ya
8/2/2021,2021,08,Makassar,4265,153,20,55,Hujan,Siang,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang T,Laki-laki,26-45,Tidak
8/18/2024,2024,08,Jakarta Selatan,2374,174,22,5,Cerah,Malam,Bus,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Simpang 4,Perempuan,<17,Ya
6/6/2022,2022,06,Jakarta Timur,1515,241,24,56,Hujan,Siang,Motor,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Lurus,Laki-laki,17-25,Ya
1/8/2021,2021,01,Yogyakarta,4988,482,29,49,Hujan,Dini Hari,Bus,Rem Blong,Jalan Provinsi,Rusak,40-60,Tikungan,Laki-laki,26-45,Ya
9/4/2022,2022,09,Jakarta Selatan,3328,169,25,35,Cerah,Pagi,Motor,Kecepatan Berlebih,Jalan Kota,Berlubang,40-60,Simpang Y,Laki-laki,<17,Ya
4/23/2023,2023,04,Jakarta Selatan,2473,102,30,1,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Provinsi,Rusak,40-60,Tikungan,Laki-laki,<17,Tidak
9/24/2023,2023,09,Palembang,2644,193,20,31,Hujan,Siang,Truk,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,>50,Tidak
10/11/2023,2023,10,Medan,3400,278,25,10,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Kota,Baik,>60,Simpang 4,Laki-laki,26-45,Ya
2/2/2023,2023,02,Palembang,1874,124,25,10,Cerah,Dini Hari,Bus,Kondisi Jalan,Jalan Nasional,Baik,>60,Simpang 4,Laki-laki,26-45,Ya
10/2/2022,2022,10,Yogyakarta,2929,164,21,12,Cerah,Pagi,Mobil,Rem Blong,Jalan Provinsi,Baik,40-60,Simpang 4,Perempuan,26-45,Ya
2/5/2023,2023,02,Yogyakarta,4791,428,22,50,Cerah,Pagi,Truk,Kurang Jarak Aman,Jalan Provinsi,Rusak,<40,Simpang 4,Laki-laki,26-45,Tidak
8/30/2023,2023,08,Jakarta Timur,1881,293,23,7,Hujan,Siang,Bus,Kelalaian Pengemudi,Jalan Kota,Rusak,>60,Simpang T,Laki-laki,>50,Tidak
2/11/2023,2023,02,Bekasi,1028,353,20,7,Cerah,Dini Hari,Motor,Kurang Jarak Aman,Jalan Provinsi,Baik,>60,Simpang Y,Laki-laki,>50,Tidak
12/6/2024,2024,12,Yogyakarta,2744,322,30,19,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Kota,Baik,40-60,Simpang Y,Perempuan,17-25,Ya
6/26/2025,2025,06,Medan,3253,418,22,42,Hujan,Dini Hari,Mobil,Rem Blong,Jalan Provinsi,Berlubang,<40,Simpang 4,Laki-laki,26-45,Ya
5/12/2024,2024,05,Jakarta Timur,2224,147,21,36,Hujan,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Simpang Y,Perempuan,<17,Ya
6/12/2025,2025,06,Medan,2576,311,29,31,Cerah,Pagi,Truk,Kurang Jarak Aman,Jalan Kota,Baik,>60,Simpang Y,Laki-laki,17-25,Ya
11/11/2025,2025,11,Jakarta Timur,1049,392,28,13,Cerah,Malam,Mobil,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Simpang T,Laki-laki,17-25,Ya
12/2/2022,2022,12,Yogyakarta,4401,165,30,6,Hujan,Malam,Bus,Kondisi Jalan,Jalan Nasional,Rusak,40-60,Simpang 4,Laki-laki,26-45,Tidak
3/2/2025,2025,03,Makassar,4546,418,21,27,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Simpang T,Perempuan,<17,Tidak
11/19/2022,2022,11,Semarang,4955,242,27,13,Hujan,Malam,Truk,Kecepatan Berlebih,Jalan Kota,Rusak,<40,Simpang Y,Laki-laki,<17,Tidak
9/12/2025,2025,09,Yogyakarta,1951,483,22,23,Cerah,Siang,Motor,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,40-60,Simpang Y,Laki-laki,26-45,Ya
10/20/2021,2021,10,Bekasi,4317,397,25,42,Cerah,Siang,Bus,Kondisi Jalan,Jalan Provinsi,Berlubang,40-60,Simpang 4,Laki-laki,26-45,Ya
10/14/2023,2023,10,Jakarta Selatan,2038,456,27,15,Hujan,Siang,Motor,Rem Blong,Jalan Provinsi,Berlubang,40-60,Simpang Y,Perempuan,>50,Tidak
1/12/2021,2021,01,Bandung,1742,194,28,44,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Nasional,Rusak,40-60,Lurus,Laki-laki,26-45,Ya
6/24/2022,2022,06,Medan,4138,499,28,5,Hujan,Dini Hari,Mobil,Kondisi Jalan,Jalan Provinsi,Baik,<40,Simpang Y,Perempuan,>50,Ya
9/27/2024,2024,09,Surabaya,2561,178,23,7,Cerah,Malam,Motor,Rem Blong,Jalan Kota,Baik,>60,Simpang T,Laki-laki,>50,Ya
7/18/2023,2023,07,Bekasi,3368,126,22,58,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Tikungan,Laki-laki,<17,Ya
7/12/2023,2023,07,Surabaya,4202,181,24,44,Hujan,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,40-60,Tikungan,Perempuan,26-45,Tidak
2/1/2025,2025,02,Makassar,1323,206,27,12,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang 4,Laki-laki,26-45,Tidak
1/24/2025,2025,01,Jakarta Selatan,4761,257,21,8,Hujan,Siang,Motor,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Simpang T,Perempuan,17-25,Tidak
5/13/2024,2024,05,Bekasi,4307,421,24,9,Cerah,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Nasional,Rusak,40-60,Simpang 4,Perempuan,>50,Tidak
1/7/2022,2022,01,Makassar,1679,188,29,53,Hujan,Pagi,Bus,Rem Blong,Jalan Kota,Berlubang,>60,Simpang T,Perempuan,<17,Ya
8/11/2022,2022,08,Surabaya,4579,112,26,17,Hujan,Siang,Motor,Kelalaian Pengemudi,Jalan Kota,Baik,<40,Tikungan,Perempuan,17-25,Tidak
11/26/2025,2025,11,Medan,4643,267,21,7,Hujan,Siang,Truk,Kurang Jarak Aman,Jalan Nasional,Baik,>60,Simpang T,Laki-laki,26-45,Ya
4/30/2022,2022,04,Surabaya,4692,321,27,37,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Baik,40-60,Simpang T,Perempuan,>50,Ya
1/22/2023,2023,01,Jakarta Selatan,1358,476,25,35,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Provinsi,Baik,<40,Simpang T,Laki-laki,>50,Tidak
6/3/2023,2023,06,Bekasi,3023,363,26,35,Hujan,Dini Hari,Bus,Kecepatan Berlebih,Jalan Nasional,Baik,40-60,Lurus,Laki-laki,<17,Ya
1/17/2021,2021,01,Palembang,1684,175,21,17,Hujan,Pagi,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,<40,Tikungan,Perempuan,26-45,Tidak
2/1/2025,2025,02,Yogyakarta,3226,244,27,29,Cerah,Siang,Motor,Kurang Jarak Aman,Jalan Kota,Rusak,40-60,Simpang Y,Perempuan,26-45,Tidak
12/25/2024,2024,12,Jakarta Selatan,3904,256,28,38,Hujan,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Kota,Baik,<40,Simpang T,Perempuan,26-45,Tidak
10/19/2025,2025,10,Bandung,3064,271,24,53,Cerah,Malam,Truk,Kurang Jarak Aman,Jalan Kota,Berlubang,40-60,Tikungan,Perempuan,>50,Ya
11/5/2025,2025,11,Makassar,2005,142,27,5,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Tikungan,Laki-laki,26-45,Ya
12/9/2025,2025,12,Yogyakarta,4370,483,27,12,Hujan,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Simpang T,Laki-laki,<17,Ya
6/24/2025,2025,06,Jakarta Timur,4334,374,24,30,Cerah,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,>60,Lurus,Laki-laki,17-25,Ya
3/31/2021,2021,03,Surabaya,2557,451,20,49,Cerah,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Kota,Berlubang,<40,Simpang Y,Perempuan,17-25,Tidak
5/24/2022,2022,05,Surabaya,4229,403,24,15,Cerah,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,>60,Simpang Y,Laki-laki,<17,Ya
8/21/2025,2025,08,Yogyakarta,2640,106,23,19,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Nasional,Rusak,40-60,Simpang 4,Laki-laki,<17,Ya
3/23/2023,2023,03,Medan,2179,141,24,1,Hujan,Siang,Mobil,Rem Blong,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,26-45,Tidak
7/14/2024,2024,07,Jakarta Selatan,4771,495,26,9,Hujan,Siang,Truk,Rem Blong,Jalan Provinsi,Berlubang,>60,Simpang Y,Perempuan,26-45,Tidak
11/12/2021,2021,11,Bekasi,1702,252,26,12,Cerah,Pagi,Motor,Kelalaian Pengemudi,Jalan Kota,Baik,>60,Simpang Y,Laki-laki,26-45,Ya
3/21/2025,2025,03,Jakarta Selatan,2114,420,21,23,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Provinsi,Rusak,40-60,Simpang Y,Perempuan,>50,Ya
6/19/2023,2023,06,Jakarta Selatan,3985,219,28,24,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Kota,Rusak,>60,Simpang 4,Laki-laki,<17,Ya
9/9/2021,2021,09,Yogyakarta,3051,126,27,17,Cerah,Malam,Truk,Kondisi Jalan,Jalan Provinsi,Rusak,<40,Simpang Y,Perempuan,>50,Tidak
10/21/2025,2025,10,Makassar,3149,430,22,16,Cerah,Siang,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,40-60,Lurus,Perempuan,17-25,Tidak
11/8/2022,2022,11,Yogyakarta,2658,364,26,28,Cerah,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,>60,Simpang T,Laki-laki,<17,Tidak
1/28/2022,2022,01,Jakarta Selatan,4494,141,27,8,Cerah,Malam,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,40-60,Simpang 4,Perempuan,26-45,Ya
12/19/2021,2021,12,Bekasi,1086,200,29,15,Hujan,Siang,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Simpang Y,Laki-laki,17-25,Ya
2/8/2025,2025,02,Semarang,2167,127,27,24,Cerah,Pagi,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,40-60,Simpang 4,Perempuan,>50,Ya
12/2/2021,2021,12,Palembang,2912,357,28,27,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,<40,Simpang T,Laki-laki,<17,Tidak
5/30/2025,2025,05,Bandung,3561,284,30,15,Cerah,Pagi,Mobil,Kecepatan Berlebih,Jalan Kota,Berlubang,<40,Lurus,Perempuan,17-25,Ya
10/24/2024,2024,10,Jakarta Timur,4255,470,28,50,Cerah,Pagi,Mobil,Kecepatan Berlebih,Jalan Kota,Baik,40-60,Simpang T,Perempuan,<17,Ya
6/27/2022,2022,06,Palembang,2750,465,22,16,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Provinsi,Baik,>60,Lurus,Laki-laki,17-25,Ya
11/18/2025,2025,11,Palembang,1765,250,24,52,Hujan,Siang,Mobil,Rem Blong,Jalan Kota,Baik,40-60,Lurus,Perempuan,<17,Tidak
5/17/2023,2023,05,Surabaya,3064,462,27,7,Hujan,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,40-60,Tikungan,Laki-laki,>50,Ya
12/1/2021,2021,12,Yogyakarta,2744,248,27,28,Hujan,Malam,Bus,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Tikungan,Perempuan,26-45,Tidak
6/30/2022,2022,06,Semarang,4561,498,30,22,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Kota,Berlubang,40-60,Simpang T,Perempuan,>50,Tidak
1/25/2025,2025,01,Jakarta Timur,2696,280,25,7,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Kota,Berlubang,40-60,Tikungan,Perempuan,26-45,Tidak
8/26/2022,2022,08,Makassar,2802,252,21,7,Cerah,Dini Hari,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Simpang Y,Perempuan,>50,Ya
11/14/2024,2024,11,Medan,3783,254,21,3,Cerah,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,<40,Simpang 4,Laki-laki,26-45,Tidak
8/31/2021,2021,08,Makassar,1625,193,26,21,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Kota,Baik,<40,Tikungan,Laki-laki,<17,Ya
5/5/2022,2022,05,Semarang,4939,234,30,32,Cerah,Pagi,Motor,Kondisi Jalan,Jalan Provinsi,Rusak,40-60,Simpang T,Perempuan,>50,Tidak
2/23/2022,2022,02,Palembang,4741,198,25,31,Cerah,Malam,Motor,Rem Blong,Jalan Kota,Baik,40-60,Simpang 4,Laki-laki,17-25,Ya
1/11/2023,2023,01,Semarang,4744,406,27,19,Hujan,Pagi,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Tikungan,Perempuan,17-25,Tidak
10/3/2023,2023,10,Bekasi,1577,180,30,22,Cerah,Siang,Mobil,Kurang Jarak Aman,Jalan Nasional,Berlubang,<40,Simpang Y,Perempuan,<17,Tidak
5/13/2021,2021,05,Yogyakarta,2923,364,20,36,Cerah,Siang,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Simpang T,Laki-laki,26-45,Tidak
5/3/2023,2023,05,Makassar,4263,286,23,29,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Kota,Berlubang,<40,Simpang 4,Perempuan,26-45,Ya
2/15/2025,2025,02,Jakarta Selatan,2169,328,23,20,Hujan,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Baik,>60,Simpang 4,Laki-laki,<17,Ya
11/17/2025,2025,11,Makassar,4301,223,22,5,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Simpang Y,Perempuan,<17,Ya
10/9/2024,2024,10,Palembang,2586,276,28,50,Cerah,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Tikungan,Perempuan,>50,Tidak
7/14/2022,2022,07,Jakarta Selatan,1753,443,28,55,Hujan,Pagi,Truk,Kondisi Jalan,Jalan Kota,Baik,40-60,Lurus,Perempuan,>50,Ya
1/26/2022,2022,01,Semarang,2495,444,22,44,Cerah,Pagi,Mobil,Kecepatan Berlebih,Jalan Kota,Berlubang,>60,Simpang Y,Laki-laki,<17,Ya
8/27/2024,2024,08,Jakarta Timur,1657,146,22,17,Hujan,Siang,Mobil,Kondisi Jalan,Jalan Kota,Rusak,40-60,Simpang Y,Laki-laki,26-45,Tidak
6/24/2023,2023,06,Bekasi,3281,431,22,35,Hujan,Dini Hari,Bus,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Tikungan,Perempuan,26-45,Tidak
11/29/2022,2022,11,Semarang,4208,319,27,7,Cerah,Siang,Bus,Rem Blong,Jalan Nasional,Baik,>60,Simpang 4,Laki-laki,26-45,Ya
9/9/2022,2022,09,Surabaya,4758,316,24,16,Cerah,Malam,Mobil,Kondisi Jalan,Jalan Kota,Baik,<40,Tikungan,Laki-laki,>50,Tidak
12/30/2024,2024,12,Semarang,4825,266,21,30,Hujan,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Simpang Y,Perempuan,26-45,Tidak
7/19/2024,2024,07,Palembang,4404,286,26,48,Cerah,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,40-60,Simpang 4,Laki-laki,<17,Tidak
10/1/2022,2022,10,Semarang,2633,192,29,14,Hujan,Pagi,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,>60,Tikungan,Laki-laki,>50,Ya
1/16/2025,2025,01,Yogyakarta,1367,177,21,42,Cerah,Dini Hari,Mobil,Rem Blong,Jalan Nasional,Baik,40-60,Simpang 4,Laki-laki,26-45,Ya
7/2/2022,2022,07,Bandung,1669,163,24,39,Hujan,Siang,Bus,Kelalaian Pengemudi,Jalan Provinsi,Rusak,>60,Tikungan,Perempuan,>50,Ya
1/29/2021,2021,01,Yogyakarta,2343,118,27,49,Hujan,Dini Hari,Bus,Rem Blong,Jalan Provinsi,Rusak,40-60,Tikungan,Laki-laki,<17,Tidak
2/9/2022,2022,02,Bekasi,4183,279,24,30,Hujan,Malam,Motor,Rem Blong,Jalan Nasional,Rusak,>60,Lurus,Laki-laki,17-25,Tidak
9/1/2023,2023,09,Jakarta Timur,2222,220,28,15,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Provinsi,Rusak,<40,Simpang Y,Laki-laki,17-25,Tidak
7/20/2021,2021,07,Bandung,3621,258,25,10,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Kota,Berlubang,>60,Lurus,Laki-laki,>50,Ya
12/15/2023,2023,12,Jakarta Selatan,1094,254,20,21,Hujan,Siang,Truk,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Simpang 4,Laki-laki,<17,Tidak
2/6/2021,2021,02,Bandung,2280,289,27,38,Cerah,Dini Hari,Bus,Rem Blong,Jalan Kota,Berlubang,<40,Simpang 4,Perempuan,>50,Ya
2/12/2025,2025,02,Bandung,4828,381,24,9,Hujan,Malam,Truk,Rem Blong,Jalan Kota,Rusak,40-60,Simpang 4,Perempuan,>50,Ya
2/9/2023,2023,02,Bandung,3496,194,24,43,Hujan,Pagi,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,<17,Ya
11/28/2023,2023,11,Makassar,1352,164,27,32,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,40-60,Simpang T,Laki-laki,>50,Ya
8/15/2022,2022,08,Palembang,1147,150,26,19,Hujan,Dini Hari,Motor,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Simpang 4,Laki-laki,<17,Tidak
10/7/2024,2024,10,Bandung,2074,127,23,37,Hujan,Pagi,Bus,Kelalaian Pengemudi,Jalan Nasional,Rusak,>60,Lurus,Perempuan,>50,Ya
8/26/2025,2025,08,Medan,2274,430,23,15,Hujan,Malam,Bus,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang T,Perempuan,>50,Ya
1/7/2022,2022,01,Medan,2966,439,24,34,Hujan,Pagi,Motor,Kelalaian Pengemudi,Jalan Provinsi,Baik,<40,Simpang 4,Perempuan,<17,Tidak
